_Key	_Keyclarity	_Keystrength		
	5.000000	0.764474	4.000000	
	5.000000	0.779637	4.000000	
	12.000000	0.708779	11.000000	
	5.000000	0.799129	4.000000	
	5.000000	0.853581	4.000000	
	2.000000	0.711615	1.000000	
	5.000000	0.778547	4.000000	
	5.000000	0.817896	4.000000	
	7.000000	0.745152	6.000000	
	5.000000	0.762789	4.000000	
	2.000000	0.803472	1.000000	
	12.000000	0.593575	11.000000	
	5.000000	0.720354	4.000000	
	12.000000	0.602719	11.000000	
	5.000000	0.875092	4.000000	
	12.000000	0.623209	11.000000	
	5.000000	0.652398	4.000000	
	5.000000	0.642893	4.000000	
	5.000000	0.696303	4.000000	
	7.000000	0.615802	6.000000	
	2.000000	0.669852	1.000000	
	2.000000	0.621440	1.000000	
	2.000000	0.501872	1.000000	
	5.000000	0.819878	4.000000	
	5.000000	0.632550	4.000000	
	5.000000	0.716619	4.000000	
	12.000000	0.623679	11.000000	
	12.000000	0.638528	11.000000	
	5.000000	0.618346	4.000000	
	5.000000	0.742210	4.000000	
	12.000000	0.795659	11.000000	
	5.000000	0.919480	4.000000	
	12.000000	0.743755	11.000000	
	7.000000	0.573079	6.000000	
	5.000000	0.834646	4.000000	
	5.000000	0.702712	4.000000	
	5.000000	0.633440	4.000000	
	5.000000	0.633984	4.000000	
	5.000000	0.578968	4.000000	
	12.000000	0.547820	11.000000	
	5.000000	0.786674	4.000000	
	5.000000	0.612271	4.000000	
	5.000000	0.662434	4.000000	
	5.000000	0.643649	4.000000	
	5.000000	0.726127	4.000000	
	5.000000	0.651225	4.000000	
	12.000000	0.672571	11.000000	
	12.000000	0.527208	11.000000	
	2.000000	0.699189	1.000000	
	2.000000	0.425552	1.000000	
	7.000000	0.588507	6.000000	
	5.000000	0.644586	4.000000	
	12.000000	0.731041	11.000000	
	12.000000	0.784652	11.000000	
	5.000000	0.663144	4.000000	
	12.000000	0.436855	11.000000	
	12.000000	0.408222	11.000000	
	2.000000	0.594017	1.000000	
	2.000000	0.562716	1.000000	
	2.000000	0.585257	1.000000	
	5.000000	0.704379	4.000000	
	5.000000	0.689657	4.000000	
