_Key	_Keyclarity	_Keystrength		
	5.000000	0.711482	4.000000	
	9.000000	0.665709	8.000000	
	5.000000	0.862724	4.000000	
	5.000000	0.817476	4.000000	
	5.000000	0.662651	4.000000	
	5.000000	0.674864	4.000000	
	5.000000	0.622513	4.000000	
	2.000000	0.767023	1.000000	
	2.000000	0.730866	1.000000	
	12.000000	0.676160	11.000000	
	12.000000	0.560573	11.000000	
	12.000000	0.709516	11.000000	
	5.000000	0.779329	4.000000	
	2.000000	0.836392	1.000000	
	2.000000	0.589302	1.000000	
	12.000000	0.683217	11.000000	
	12.000000	0.667509	11.000000	
	5.000000	0.797530	4.000000	
	5.000000	0.571727	4.000000	
	12.000000	0.678689	11.000000	
	12.000000	0.636291	11.000000	
	12.000000	0.776745	11.000000	
	12.000000	0.784079	11.000000	
	12.000000	0.695198	11.000000	
	5.000000	0.808622	4.000000	
	5.000000	0.623415	4.000000	
	12.000000	0.669620	11.000000	
	5.000000	0.790360	4.000000	
	5.000000	0.723554	4.000000	
	12.000000	0.656807	11.000000	
	5.000000	0.632567	4.000000	
	5.000000	0.681917	4.000000	
	5.000000	0.655252	4.000000	
	12.000000	0.680725	11.000000	
	2.000000	0.719879	1.000000	
	2.000000	0.841384	1.000000	
	2.000000	0.754130	1.000000	
	7.000000	0.764573	6.000000	
	7.000000	0.568034	6.000000	
	7.000000	0.463799	6.000000	
	2.000000	0.722800	1.000000	
	7.000000	0.633593	6.000000	
	12.000000	0.755602	11.000000	
	5.000000	0.766813	4.000000	
	5.000000	0.623154	4.000000	
	5.000000	0.714045	4.000000	
	5.000000	0.759471	4.000000	
	12.000000	0.517499	11.000000	
	9.000000	0.663126	8.000000	
	12.000000	0.602060	11.000000	
	5.000000	0.320195	4.000000	
	12.000000	0.460729	11.000000	
	12.000000	0.570868	11.000000	
	5.000000	0.749109	4.000000	
	5.000000	0.603897	4.000000	
	12.000000	0.731654	11.000000	
	7.000000	0.482823	6.000000	
	7.000000	0.465739	6.000000	
	10.000000	0.741230	9.000000	
	5.000000	0.677281	4.000000	
	5.000000	0.759350	4.000000	
	12.000000	0.762614	11.000000	
	12.000000	0.625362	11.000000	
	12.000000	0.435295	11.000000	
	12.000000	0.531254	11.000000	
	12.000000	0.453999	11.000000	
	12.000000	0.695550	11.000000	
	12.000000	0.664552	11.000000	
	5.000000	0.687936	4.000000	
	5.000000	0.773597	4.000000	
	12.000000	0.693290	11.000000	
	5.000000	0.664694	4.000000	
	5.000000	0.666211	4.000000	
	12.000000	0.676976	11.000000	
	5.000000	0.512764	4.000000	
	2.000000	0.318953	1.000000	
	2.000000	0.327196	1.000000	
	5.000000	0.308926	4.000000	
	5.000000	0.574329	4.000000	
	5.000000	0.757932	4.000000	
	12.000000	0.708370	11.000000	
	10.000000	0.323857	9.000000	
	10.000000	0.257717	9.000000	
	5.000000	0.797094	4.000000	
	2.000000	0.409994	1.000000	
	2.000000	0.390644	1.000000	
	2.000000	0.519026	1.000000	
	5.000000	0.792369	4.000000	
	5.000000	0.661289	4.000000	
	12.000000	0.436683	11.000000	
	2.000000	0.465233	1.000000	
	2.000000	0.259118	1.000000	
	2.000000	0.627130	1.000000	
	5.000000	0.769103	4.000000	
	5.000000	0.681914	4.000000	
	12.000000	0.699651	11.000000	
	5.000000	0.761303	4.000000	
	5.000000	0.462967	4.000000	
	12.000000	0.747729	11.000000	
	12.000000	0.462187	11.000000	
	6.000000	0.233494	5.000000	
	12.000000	0.578666	11.000000	
	12.000000	0.615855	11.000000	
	10.000000	0.284282	9.000000	
	12.000000	0.774015	11.000000	
	5.000000	0.751555	4.000000	
	5.000000	0.749815	4.000000	
	12.000000	0.547872	11.000000	
	9.000000	0.649502	8.000000	
	12.000000	0.756374	11.000000	
	12.000000	0.649790	11.000000	
	9.000000	0.640650	8.000000	
	5.000000	0.749037	4.000000	
	5.000000	0.659579	4.000000	
	5.000000	0.767475	4.000000	
	5.000000	0.812781	4.000000	
	5.000000	0.808026	4.000000	
	12.000000	0.737326	11.000000	
	5.000000	0.622026	4.000000	
	2.000000	0.410421	1.000000	
	2.000000	0.690277	1.000000	
	10.000000	0.374327	9.000000	
	3.000000	0.500615	2.000000	
	10.000000	0.556389	9.000000	
	2.000000	0.530734	1.000000	
	5.000000	0.540785	4.000000	
	12.000000	0.617913	11.000000	
	5.000000	0.487965	4.000000	
	6.000000	0.295133	5.000000	
	12.000000	0.725508	11.000000	
	5.000000	0.705048	4.000000	
	5.000000	0.363416	4.000000	
	12.000000	0.580612	11.000000	
	5.000000	0.705532	4.000000	
	2.000000	0.726568	1.000000	
	5.000000	0.664151	4.000000	
	12.000000	0.646752	11.000000	
	5.000000	0.594543	4.000000	
	2.000000	0.514539	1.000000	
	2.000000	0.477079	1.000000	
	11.000000	0.601846	10.000000	
	12.000000	0.421223	11.000000	
	12.000000	0.736684	11.000000	
	5.000000	0.732698	4.000000	
	5.000000	0.617368	4.000000	
	2.000000	0.719199	1.000000	
	7.000000	0.670242	6.000000	
	7.000000	0.555609	6.000000	
	12.000000	0.629548	11.000000	
	5.000000	0.798663	4.000000	
	5.000000	0.589554	4.000000	
	9.000000	0.590930	8.000000	
	5.000000	0.548177	4.000000	
	5.000000	0.292293	4.000000	
	12.000000	0.623760	11.000000	
	5.000000	0.551146	4.000000	
	5.000000	0.747127	4.000000	
	5.000000	0.763476	4.000000	
	2.000000	0.590734	1.000000	
	2.000000	0.656129	1.000000	
	2.000000	0.603134	1.000000	
	2.000000	0.740217	1.000000	
	10.000000	0.498929	9.000000	
	12.000000	0.553943	11.000000	
	5.000000	0.734093	4.000000	
	2.000000	0.382797	1.000000	
	2.000000	0.577696	1.000000	
	2.000000	0.577162	1.000000	
	12.000000	0.610969	11.000000	
	12.000000	0.653279	11.000000	
	5.000000	0.711473	4.000000	
	2.000000	0.409351	1.000000	
	8.000000	0.244335	7.000000	
	12.000000	0.398416	11.000000	
	5.000000	0.621342	4.000000	
	5.000000	0.627300	4.000000	
	12.000000	0.757562	11.000000	
	5.000000	0.614450	4.000000	
	5.000000	0.695063	4.000000	
	12.000000	0.571381	11.000000	
	5.000000	0.739156	4.000000	
	5.000000	0.285485	4.000000	
	12.000000	0.452891	11.000000	
	2.000000	0.571007	1.000000	
	5.000000	0.800183	4.000000	
	12.000000	0.697509	11.000000	
	5.000000	0.675837	4.000000	
	5.000000	0.530012	4.000000	
	2.000000	0.723340	1.000000	
	10.000000	0.612844	9.000000	
	10.000000	0.719043	9.000000	
	5.000000	0.451412	4.000000	
	5.000000	0.244289	4.000000	
	7.000000	0.197414	6.000000	
	12.000000	0.662468	11.000000	
	12.000000	0.599107	11.000000	
	7.000000	0.551373	6.000000	
	2.000000	0.637087	1.000000	
	12.000000	0.397825	11.000000	
	12.000000	0.499868	11.000000	
	12.000000	0.361955	11.000000	
	12.000000	0.326990	11.000000	
	12.000000	0.475015	11.000000	
	12.000000	0.741962	11.000000	
	12.000000	0.666552	11.000000	
	9.000000	0.607564	8.000000	
	2.000000	0.627904	1.000000	
	2.000000	0.644601	1.000000	
	12.000000	0.622576	11.000000	
	5.000000	0.680280	4.000000	
	10.000000	0.688858	9.000000	
	2.000000	0.612619	1.000000	
	2.000000	0.364518	1.000000	
	2.000000	0.666855	1.000000	
	5.000000	0.619619	4.000000	
	2.000000	0.590971	1.000000	
	12.000000	0.656886	11.000000	
	7.000000	0.678550	6.000000	
	2.000000	0.465057	1.000000	
	2.000000	0.806616	1.000000	
	5.000000	0.483194	4.000000	
	5.000000	0.474615	4.000000	
	12.000000	0.679876	11.000000	
	12.000000	0.744239	11.000000	
	10.000000	0.378910	9.000000	
	12.000000	0.630246	11.000000	
	5.000000	0.497049	4.000000	
	5.000000	0.585135	4.000000	
	12.000000	0.741648	11.000000	
	5.000000	0.774058	4.000000	
	5.000000	0.659039	4.000000	
	12.000000	0.699728	11.000000	
	5.000000	0.756606	4.000000	
	5.000000	0.710793	4.000000	
	12.000000	0.641489	11.000000	
	5.000000	0.571632	4.000000	
	2.000000	0.868736	1.000000	
	2.000000	0.789172	1.000000	
	2.000000	0.643203	1.000000	
	2.000000	0.602733	1.000000	
	2.000000	0.599428	1.000000	
	2.000000	0.774787	1.000000	
	5.000000	0.763826	4.000000	
	5.000000	0.790189	4.000000	
	12.000000	0.640121	11.000000	
	12.000000	0.662083	11.000000	
	12.000000	0.776412	11.000000	
	12.000000	0.629848	11.000000	
	5.000000	0.788136	4.000000	
	5.000000	0.719175	4.000000	
	5.000000	0.692753	4.000000	
	5.000000	0.811395	4.000000	
	5.000000	0.674531	4.000000	
	5.000000	0.803767	4.000000	
	12.000000	0.632555	11.000000	
	5.000000	0.613978	4.000000	
	2.000000	0.444357	1.000000	
	2.000000	0.372734	1.000000	
	10.000000	0.618207	9.000000	
	10.000000	0.457390	9.000000	
	10.000000	0.612111	9.000000	
	5.000000	0.255335	4.000000	
	5.000000	0.735865	4.000000	
	12.000000	0.534331	11.000000	
	9.000000	0.422477	8.000000	
	12.000000	0.391768	11.000000	
	12.000000	0.787809	11.000000	
	5.000000	0.322259	4.000000	
	5.000000	0.515790	4.000000	
	2.000000	0.451176	1.000000	
	5.000000	0.721047	4.000000	
	2.000000	0.702249	1.000000	
	12.000000	0.669958	11.000000	
	5.000000	0.728089	4.000000	
	5.000000	0.445215	4.000000	
	2.000000	0.798640	1.000000	
	7.000000	0.510315	6.000000	
	12.000000	0.657140	11.000000	
	12.000000	0.682354	11.000000	
	5.000000	0.607053	4.000000	
	5.000000	0.852483	4.000000	
	2.000000	0.810453	1.000000	
	2.000000	0.579832	1.000000	
	7.000000	0.632624	6.000000	
	12.000000	0.576452	11.000000	
	12.000000	0.562952	11.000000	
	5.000000	0.722718	4.000000	
	12.000000	0.696185	11.000000	
	12.000000	0.395119	11.000000	
	2.000000	0.680862	1.000000	
	12.000000	0.486280	11.000000	
	12.000000	0.619250	11.000000	
	5.000000	0.787093	4.000000	
	5.000000	0.760927	4.000000	
	5.000000	0.781174	4.000000	
	2.000000	0.802562	1.000000	
	2.000000	0.706671	1.000000	
	2.000000	0.642445	1.000000	
	5.000000	0.734552	4.000000	
	12.000000	0.383065	11.000000	
	12.000000	0.455321	11.000000	
	2.000000	0.455897	1.000000	
	2.000000	0.777218	1.000000	
	2.000000	0.719818	1.000000	
	12.000000	0.744510	11.000000	
	12.000000	0.667725	11.000000	
	5.000000	0.599652	4.000000	
	5.000000	0.339408	4.000000	
	10.000000	0.410558	9.000000	
	12.000000	0.520417	11.000000	
	5.000000	0.759597	4.000000	
	10.000000	0.635693	9.000000	
	12.000000	0.704446	11.000000	
	5.000000	0.501273	4.000000	
	5.000000	0.665358	4.000000	
	12.000000	0.679850	11.000000	
	5.000000	0.574080	4.000000	
	5.000000	0.556629	4.000000	
	12.000000	0.604854	11.000000	
	5.000000	0.563020	4.000000	
	5.000000	0.717015	4.000000	
	12.000000	0.682630	11.000000	
	5.000000	0.849709	4.000000	
	5.000000	0.696882	4.000000	
	2.000000	0.768560	1.000000	
	11.000000	0.215937	10.000000	
	10.000000	0.856767	9.000000	
	5.000000	0.561730	4.000000	
	5.000000	0.556949	4.000000	
	7.000000	0.253671	6.000000	
	12.000000	0.536683	11.000000	
	12.000000	0.562685	11.000000	
	7.000000	0.631679	6.000000	
	7.000000	0.638594	6.000000	
	2.000000	0.414565	1.000000	
	12.000000	0.449272	11.000000	
	10.000000	0.285370	9.000000	
	12.000000	0.334763	11.000000	
	12.000000	0.482147	11.000000	
	12.000000	0.702422	11.000000	
	12.000000	0.741479	11.000000	
	5.000000	0.616201	4.000000	
	5.000000	0.718864	4.000000	
	2.000000	0.714449	1.000000	
	5.000000	0.596557	4.000000	
	5.000000	0.600281	4.000000	
	10.000000	0.543916	9.000000	
	2.000000	0.540950	1.000000	
	2.000000	0.395372	1.000000	
	2.000000	0.701435	1.000000	
	5.000000	0.766300	4.000000	
	12.000000	0.656196	11.000000	
	12.000000	0.655526	11.000000	
	12.000000	0.667448	11.000000	
	7.000000	0.371184	6.000000	
	2.000000	0.526241	1.000000	
	2.000000	0.707075	1.000000	
	5.000000	0.578580	4.000000	
	12.000000	0.679080	11.000000	
	12.000000	0.734765	11.000000	
	2.000000	0.626154	1.000000	
	12.000000	0.711043	11.000000	
	12.000000	0.667803	11.000000	
	5.000000	0.548204	4.000000	
	12.000000	0.731977	11.000000	
	9.000000	0.647706	8.000000	
	5.000000	0.776969	4.000000	
	12.000000	0.623809	11.000000	
	5.000000	0.652919	4.000000	
	5.000000	0.671267	4.000000	
	5.000000	0.630875	4.000000	
	5.000000	0.674130	4.000000	
	7.000000	0.701890	6.000000	
	10.000000	0.583356	9.000000	
	10.000000	0.776306	9.000000	
	5.000000	0.663055	4.000000	
	5.000000	0.757631	4.000000	
	10.000000	0.738643	9.000000	
	10.000000	0.628072	9.000000	
	5.000000	0.742603	4.000000	
	5.000000	0.806055	4.000000	
	5.000000	0.756710	4.000000	
	5.000000	0.765274	4.000000	
	5.000000	0.816362	4.000000	
	5.000000	0.744497	4.000000	
	5.000000	0.704694	4.000000	
	5.000000	0.645803	4.000000	
	5.000000	0.615557	4.000000	
	5.000000	0.604368	4.000000	
	5.000000	0.613414	4.000000	
	5.000000	0.604166	4.000000	
	5.000000	0.462736	4.000000	
	9.000000	0.272626	8.000000	
