MIRtoolbox1.7	_Pitch_Mean	
song_file\0001489-春風吻上我的臉(電影_那個不多情_插曲).mp3	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	232.333937	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	447.511515	
	399.171965	
	394.025676	
	517.184328	
	473.371834	
	465.288835	
	NaN	
	NaN	
	NaN	
	468.957967	
	432.972906	
	398.414572	
	NaN	
	NaN	
	NaN	
	NaN	
	468.407679	
	NaN	
	NaN	
	390.960406	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	469.801890	
	442.025977	
	397.915694	
	393.253776	
	NaN	
	515.339639	
	466.664052	
	468.321502	
	470.450999	
	NaN	
	NaN	
	NaN	
	472.644331	
	NaN	
	430.872812	
	395.841994	
	526.108773	
	NaN	
	475.544687	
	NaN	
	466.044381	
	388.801156	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	464.665732	
	524.640535	
	468.323455	
	NaN	
	351.732774	
	NaN	
	NaN	
	488.368597	
	NaN	
	414.573055	
	NaN	
	535.462254	
	511.120034	
	446.846838	
	NaN	
	387.766155	
	NaN	
	NaN	
	NaN	
	NaN	
	509.125117	
	NaN	
	476.678703	
	466.616292	
	524.204817	
	629.799052	
	629.488387	
	581.412302	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	444.272124	
	395.647810	
	395.160314	
	517.036119	
	473.022596	
	NaN	
	NaN	
	NaN	
	460.011572	
	394.800598	
	530.399578	
	477.013361	
	NaN	
	408.041924	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	525.599620	
	514.353877	
	465.636177	
	NaN	
	NaN	
	514.970613	
	NaN	
	NaN	
	528.112287	
	NaN	
	NaN	
	633.601260	
	NaN	
	386.853826	
	NaN	
	309.875259	
