MIRtoolbox1.7	_Pitch_Mean	
song_file\0001937-¸H¤ßªá.mp3	408.998061	
	406.503529	
	357.924820	
	661.131573	
	666.948986	
	NaN	
	1067.372334	
	NaN	
	451.975495	
	416.269938	
	NaN	
	418.957682	
	82.378208	
	256.007868	
	NaN	
	264.646000	
	NaN	
	NaN	
	294.528434	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	329.042952	
	325.989373	
	399.516630	
	396.650706	
	395.414876	
	429.057798	
	530.688729	
	524.592986	
	533.552480	
	536.723027	
	529.767631	
	536.632428	
	530.495458	
	537.473873	
	536.324845	
	532.113881	
	521.021110	
	442.016479	
	937.836482	
	516.416281	
	1081.896049	
	448.819269	
	443.782819	
	431.994549	
	333.336270	
	338.077723	
	408.688191	
	335.251453	
	321.972476	
	330.968986	
	320.935658	
	NaN	
	NaN	
	221.366572	
	218.504138	
	NaN	
	224.699230	
	221.237110	
	221.150328	
	NaN	
	NaN	
	196.792366	
	214.216125	
	203.117989	
	204.904034	
	NaN	
	NaN	
	NaN	
	79.510755	
	917.510566	
	NaN	
	NaN	
	394.081587	
	407.693353	
	377.546631	
	395.952604	
	390.590804	
	NaN	
	326.029428	
	438.274275	
	445.813263	
	510.496350	
	456.946091	
	446.249363	
	399.961644	
	833.308047	
	796.360663	
	811.689005	
	816.591189	
	395.619077	
	275.059864	
	232.967309	
	224.547538	
	NaN	
	293.051516	
	NaN	
	370.165593	
	293.187574	
	939.941677	
	NaN	
	323.842603	
	339.228961	
	398.589393	
	434.502754	
	429.853957	
	542.278376	
	539.131632	
	533.024513	
	534.028849	
	527.356354	
	529.531148	
	522.782381	
	549.235352	
	533.000358	
	515.789954	
	530.076132	
	511.969199	
	452.572175	
	462.111102	
	882.675754	
	847.438845	
	388.756388	
	343.658423	
	403.564304	
	391.842480	
	785.564513	
	402.252516	
	328.193892	
	337.766521	
	330.996595	
	337.679464	
	NaN	
	260.958546	
	220.421540	
	195.188310	
	194.671575	
	NaN	
	264.559210	
	NaN	
	NaN	
	NaN	
	220.119339	
	NaN	
	NaN	
	NaN	
	293.711203	
	NaN	
	NaN	
	175.595406	
	174.267801	
	NaN	
	NaN	
	NaN	
	109.079082	
	110.499031	
	131.524939	
	174.229038	
	174.009444	
	175.283247	
	174.643878	
	NaN	
	NaN	
	228.455805	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	117.248794	
	174.281163	
	NaN	
	NaN	
	264.753484	
	NaN	
	263.877069	
	NaN	
	526.348907	
	NaN	
	97.112398	
	175.598270	
	NaN	
	NaN	
	NaN	
	196.893765	
	NaN	
	397.090578	
	391.995071	
	NaN	
	842.479475	
	398.940916	
	NaN	
	755.230649	
	336.429769	
	328.705277	
	454.624926	
	441.402114	
	451.234192	
	471.106804	
	435.961295	
	405.023420	
	NaN	
	439.645279	
	450.500029	
	814.365511	
	392.278156	
	394.879547	
	NaN	
	272.081002	
	220.023156	
	NaN	
	290.341489	
	291.352149	
	294.667310	
	301.218406	
	291.684780	
	295.840558	
	291.933597	
	265.786806	
	296.910895	
	NaN	
	388.088857	
	334.303163	
	281.859987	
	NaN	
	246.866763	
	262.798143	
	341.295081	
	320.366432	
	387.439824	
	380.987254	
	407.370305	
	434.573382	
	NaN	
	535.756998	
	531.619127	
	521.229371	
	521.725717	
	531.879796	
	533.847872	
	531.715740	
	524.868458	
	539.834237	
	533.928817	
	508.080467	
	447.037545	
	1026.904046	
	515.961223	
	446.354909	
	NaN	
	330.397075	
	349.725232	
	379.927043	
	402.223489	
	334.663680	
	332.222216	
	387.575914	
	346.836628	
	334.671816	
	300.409400	
	250.191467	
	216.121654	
	220.719741	
	NaN	
	NaN	
	222.463645	
	NaN	
	NaN	
	196.060904	
	199.200000	
	195.445173	
	198.860420	
	NaN	
	259.691491	
	255.202137	
	253.142844	
	NaN	
	NaN	
	199.158286	
	260.924981	
	NaN	
	NaN	
	NaN	
	260.505362	
	NaN	
	NaN	
	131.222501	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	260.227247	
	130.715231	
	NaN	
	NaN	
	NaN	
	NaN	
