_Key	_Keyclarity	_Keystrength		
	10.000000	0.435081	9.000000	
	10.000000	0.544380	9.000000	
	5.000000	0.413110	4.000000	
	10.000000	0.536752	9.000000	
	8.000000	0.426966	7.000000	
	5.000000	0.719576	4.000000	
	1.000000	0.457342	0.000000	
	9.000000	0.445242	8.000000	
	8.000000	0.433798	7.000000	
	8.000000	0.269627	7.000000	
	6.000000	0.326032	5.000000	
	6.000000	0.468895	5.000000	
	6.000000	0.475126	5.000000	
	1.000000	0.586927	0.000000	
	1.000000	0.568788	0.000000	
	5.000000	0.737329	4.000000	
	5.000000	0.610999	4.000000	
	10.000000	0.687466	9.000000	
	10.000000	0.695753	9.000000	
	10.000000	0.722866	9.000000	
	5.000000	0.413124	4.000000	
	5.000000	0.697835	4.000000	
	5.000000	0.638136	4.000000	
	5.000000	0.675881	4.000000	
	5.000000	0.734722	4.000000	
	10.000000	0.423333	9.000000	
	10.000000	0.507269	9.000000	
	10.000000	0.561361	9.000000	
	10.000000	0.802498	9.000000	
	9.000000	0.219926	8.000000	
	10.000000	0.500554	9.000000	
	10.000000	0.537664	9.000000	
	10.000000	0.592827	9.000000	
	10.000000	0.484440	9.000000	
	10.000000	0.585123	9.000000	
	5.000000	0.268690	4.000000	
	1.000000	0.614024	0.000000	
	3.000000	0.261470	2.000000	
	5.000000	0.446630	4.000000	
	12.000000	0.531606	11.000000	
	2.000000	0.536509	1.000000	
	9.000000	0.466440	8.000000	
	10.000000	0.590781	9.000000	
	10.000000	0.383948	9.000000	
	4.000000	0.477805	3.000000	
	5.000000	0.504041	4.000000	
	5.000000	0.632610	4.000000	
	5.000000	0.430210	4.000000	
	11.000000	0.354769	10.000000	
	11.000000	0.378141	10.000000	
	6.000000	0.270496	5.000000	
	1.000000	0.377559	0.000000	
	10.000000	0.289046	9.000000	
	9.000000	0.368037	8.000000	
	5.000000	0.310171	4.000000	
	5.000000	0.599410	4.000000	
	5.000000	0.753187	4.000000	
	5.000000	0.338667	4.000000	
	5.000000	0.556327	4.000000	
	10.000000	0.242800	9.000000	
	4.000000	0.490279	3.000000	
	11.000000	0.438948	10.000000	
	9.000000	0.288493	8.000000	
	9.000000	0.408186	8.000000	
	5.000000	0.365880	4.000000	
	1.000000	0.301396	0.000000	
	5.000000	0.677141	4.000000	
	8.000000	0.465242	7.000000	
	4.000000	0.353248	3.000000	
	6.000000	0.468035	5.000000	
	10.000000	0.239856	9.000000	
	5.000000	0.434327	4.000000	
	5.000000	0.614384	4.000000	
	5.000000	0.672592	4.000000	
	5.000000	0.657075	4.000000	
	3.000000	0.361393	2.000000	
	3.000000	0.401712	2.000000	
	9.000000	0.668150	8.000000	
	3.000000	0.270303	2.000000	
	5.000000	0.327299	4.000000	
	1.000000	0.686429	0.000000	
	10.000000	0.542741	9.000000	
	5.000000	0.637975	4.000000	
	1.000000	0.335494	0.000000	
	1.000000	0.299015	0.000000	
	12.000000	0.242491	11.000000	
	7.000000	0.491454	6.000000	
	3.000000	0.406448	2.000000	
	10.000000	0.467044	9.000000	
	8.000000	0.601399	7.000000	
	10.000000	0.653293	9.000000	
	10.000000	0.507751	9.000000	
	1.000000	0.377774	0.000000	
	8.000000	0.397167	7.000000	
	3.000000	0.291779	2.000000	
	10.000000	0.511618	9.000000	
	3.000000	0.466735	2.000000	
	10.000000	0.517095	9.000000	
	1.000000	0.609809	0.000000	
	1.000000	0.437688	0.000000	
	6.000000	0.238032	5.000000	
	4.000000	0.546711	3.000000	
	4.000000	0.284808	3.000000	
	6.000000	0.433745	5.000000	
	5.000000	0.383552	4.000000	
	5.000000	0.457264	4.000000	
	5.000000	0.584578	4.000000	
	5.000000	0.583597	4.000000	
	5.000000	0.485401	4.000000	
	10.000000	0.650189	9.000000	
	3.000000	0.427438	2.000000	
	11.000000	0.530680	10.000000	
	11.000000	0.265124	10.000000	
	10.000000	0.425636	9.000000	
	11.000000	0.549553	10.000000	
	8.000000	0.760195	7.000000	
	5.000000	0.675563	4.000000	
	10.000000	0.780387	9.000000	
	8.000000	0.667043	7.000000	
	5.000000	0.377506	4.000000	
	10.000000	0.723906	9.000000	
	5.000000	0.588616	4.000000	
	5.000000	0.727862	4.000000	
	4.000000	0.319052	3.000000	
	9.000000	0.521838	8.000000	
	9.000000	0.556205	8.000000	
	9.000000	0.715871	8.000000	
	4.000000	0.439716	3.000000	
	4.000000	0.479029	3.000000	
	5.000000	0.697052	4.000000	
	5.000000	0.695035	4.000000	
	5.000000	0.904214	4.000000	
	5.000000	0.703606	4.000000	
	5.000000	0.629527	4.000000	
	5.000000	0.673058	4.000000	
	5.000000	0.737326	4.000000	
	5.000000	0.618161	4.000000	
	10.000000	0.620355	9.000000	
	10.000000	0.603401	9.000000	
	10.000000	0.663658	9.000000	
	10.000000	0.503434	9.000000	
	5.000000	0.587107	4.000000	
	5.000000	0.673846	4.000000	
	5.000000	0.711594	4.000000	
	5.000000	0.485385	4.000000	
	10.000000	0.244622	9.000000	
	3.000000	0.382486	2.000000	
	10.000000	0.508453	9.000000	
	10.000000	0.656212	9.000000	
	8.000000	0.327550	7.000000	
	10.000000	0.519154	9.000000	
	10.000000	0.739961	9.000000	
	10.000000	0.686743	9.000000	
	10.000000	0.411961	9.000000	
	10.000000	0.486276	9.000000	
	10.000000	0.301406	9.000000	
	1.000000	0.593017	0.000000	
	3.000000	0.278273	2.000000	
	5.000000	0.365169	4.000000	
	12.000000	0.657183	11.000000	
	2.000000	0.465267	1.000000	
	9.000000	0.375059	8.000000	
	11.000000	0.489587	10.000000	
	11.000000	0.616381	10.000000	
	3.000000	0.511804	2.000000	
	3.000000	0.498588	2.000000	
	5.000000	0.501155	4.000000	
	6.000000	0.397692	5.000000	
	10.000000	0.473801	9.000000	
	10.000000	0.265507	9.000000	
	2.000000	0.294681	1.000000	
	1.000000	0.372577	0.000000	
	12.000000	0.302470	11.000000	
	9.000000	0.385115	8.000000	
	10.000000	0.469734	9.000000	
	5.000000	0.526013	4.000000	
	5.000000	0.283352	4.000000	
	2.000000	0.274306	1.000000	
	10.000000	0.604091	9.000000	
	8.000000	0.470480	7.000000	
	8.000000	0.644548	7.000000	
	11.000000	0.314287	10.000000	
	1.000000	0.232114	0.000000	
	5.000000	0.488079	4.000000	
	1.000000	0.496320	0.000000	
	5.000000	0.370388	4.000000	
	5.000000	0.757430	4.000000	
	8.000000	0.666033	7.000000	
	3.000000	0.522550	2.000000	
	10.000000	0.531236	9.000000	
	8.000000	0.309975	7.000000	
	5.000000	0.582337	4.000000	
	5.000000	0.532397	4.000000	
	5.000000	0.441700	4.000000	
	5.000000	0.660099	4.000000	
	3.000000	0.430944	2.000000	
	5.000000	0.353385	4.000000	
	1.000000	0.415543	0.000000	
	3.000000	0.289264	2.000000	
	3.000000	0.462090	2.000000	
	12.000000	0.316172	11.000000	
	2.000000	0.519421	1.000000	
	5.000000	0.501703	4.000000	
	9.000000	0.387889	8.000000	
	12.000000	0.332005	11.000000	
	3.000000	0.376793	2.000000	
	10.000000	0.517688	9.000000	
	10.000000	0.553361	9.000000	
	8.000000	0.472969	7.000000	
	1.000000	0.500842	0.000000	
	10.000000	0.477842	9.000000	
	12.000000	0.347643	11.000000	
	12.000000	0.178782	11.000000	
	8.000000	0.413678	7.000000	
	10.000000	0.543455	9.000000	
	6.000000	0.408120	5.000000	
	11.000000	0.563298	10.000000	
	12.000000	0.369709	11.000000	
	1.000000	0.580776	0.000000	
	3.000000	0.470525	2.000000	
	3.000000	0.523774	2.000000	
	7.000000	0.259773	6.000000	
	3.000000	0.188660	2.000000	
	10.000000	0.429685	9.000000	
	1.000000	0.430116	0.000000	
	1.000000	0.308579	0.000000	
	5.000000	0.374084	4.000000	
	5.000000	0.588894	4.000000	
	11.000000	0.383528	10.000000	
	11.000000	0.598253	10.000000	
	11.000000	0.432755	10.000000	
	10.000000	0.443928	9.000000	
	10.000000	0.544782	9.000000	
	10.000000	0.653834	9.000000	
	10.000000	0.455790	9.000000	
	10.000000	0.612011	9.000000	
	1.000000	0.564183	0.000000	
	5.000000	0.760362	4.000000	
	1.000000	0.449156	0.000000	
	9.000000	0.414441	8.000000	
	10.000000	0.232018	9.000000	
	6.000000	0.189103	5.000000	
	6.000000	0.485621	5.000000	
	6.000000	0.502053	5.000000	
	8.000000	0.534417	7.000000	
	1.000000	0.523758	0.000000	
	1.000000	0.368196	0.000000	
	5.000000	0.623095	4.000000	
	10.000000	0.722579	9.000000	
	10.000000	0.579800	9.000000	
	10.000000	0.737241	9.000000	
	10.000000	0.662320	9.000000	
	10.000000	0.717725	9.000000	
	5.000000	0.620802	4.000000	
	5.000000	0.724561	4.000000	
	5.000000	0.814590	4.000000	
	10.000000	0.324416	9.000000	
	3.000000	0.358254	2.000000	
	10.000000	0.615243	9.000000	
	10.000000	0.669868	9.000000	
	9.000000	0.189087	8.000000	
	3.000000	0.438366	2.000000	
	10.000000	0.467409	9.000000	
	10.000000	0.420019	9.000000	
	11.000000	0.245245	10.000000	
	3.000000	0.465699	2.000000	
	10.000000	0.280463	9.000000	
	1.000000	0.693969	0.000000	
	8.000000	0.359624	7.000000	
	5.000000	0.381174	4.000000	
	12.000000	0.675480	11.000000	
	2.000000	0.448419	1.000000	
	9.000000	0.341493	8.000000	
	3.000000	0.412883	2.000000	
	11.000000	0.624689	10.000000	
	3.000000	0.270201	2.000000	
	3.000000	0.412397	2.000000	
	6.000000	0.468443	5.000000	
	10.000000	0.316838	9.000000	
	10.000000	0.457023	9.000000	
	10.000000	0.458482	9.000000	
	1.000000	0.342229	0.000000	
	2.000000	0.391339	1.000000	
	10.000000	0.438022	9.000000	
	8.000000	0.453260	7.000000	
	11.000000	0.403786	10.000000	
	10.000000	0.361384	9.000000	
	10.000000	0.413638	9.000000	
	3.000000	0.197554	2.000000	
	10.000000	0.613614	9.000000	
	10.000000	0.306413	9.000000	
	8.000000	0.612949	7.000000	
	11.000000	0.368006	10.000000	
	9.000000	0.351639	8.000000	
	9.000000	0.332208	8.000000	
	5.000000	0.386814	4.000000	
	1.000000	0.348963	0.000000	
	5.000000	0.640299	4.000000	
	8.000000	0.642624	7.000000	
	3.000000	0.600728	2.000000	
	10.000000	0.396853	9.000000	
	8.000000	0.194961	7.000000	
	5.000000	0.522739	4.000000	
	5.000000	0.617349	4.000000	
	3.000000	0.259132	2.000000	
	5.000000	0.761572	4.000000	
	10.000000	0.401337	9.000000	
	5.000000	0.600674	4.000000	
	1.000000	0.507440	0.000000	
	3.000000	0.473838	2.000000	
	5.000000	0.289697	4.000000	
	1.000000	0.510363	0.000000	
	6.000000	0.490695	5.000000	
	2.000000	0.410767	1.000000	
