MIRtoolbox1.7	_Pitch_Mean	
song_file\0001024-«È®aÁ¼ºq.mp3	NaN	
	234.067258	
	1230.970425	
	NaN	
	1225.486871	
	1090.046220	
	1079.836780	
	1067.556374	
	1168.314739	
	1260.022425	
	1003.146336	
	917.188415	
	822.281239	
	825.125019	
	233.204044	
	1083.888625	
	1295.931567	
	NaN	
	NaN	
	NaN	
	101.055051	
	1416.502989	
	771.825627	
	NaN	
	NaN	
	NaN	
	NaN	
	87.515367	
	NaN	
	NaN	
	NaN	
	788.764206	
	NaN	
	NaN	
	430.858920	
	1014.809606	
	389.131282	
	1243.446217	
	393.997699	
	435.026976	
	437.901498	
	1071.644108	
	1107.060860	
	439.361350	
	330.311159	
	941.152783	
	NaN	
	NaN	
	NaN	
	NaN	
	87.909639	
	892.591424	
	318.653792	
	NaN	
	262.490298	
	416.116145	
	656.583037	
	293.906090	
	NaN	
	299.701686	
	1033.136676	
	971.351054	
	958.443540	
	879.497928	
	294.418413	
	NaN	
	97.781777	
	NaN	
	NaN	
	392.160115	
	431.948632	
	328.408556	
	393.451212	
	523.950653	
	389.064985	
	924.643741	
	443.162215	
	457.676125	
	1129.548586	
	NaN	
	533.410397	
	908.462565	
	438.771648	
	331.445624	
	452.565203	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	332.516632	
	219.353377	
	262.892339	
	NaN	
	NaN	
	343.826487	
	292.980400	
	289.211660	
	961.111292	
	1190.561205	
	98.571646	
	294.726321	
	259.919844	
	263.324133	
	NaN	
	NaN	
	NaN	
	NaN	
	1219.671556	
	90.078766	
	NaN	
	1238.865731	
	NaN	
	1231.243861	
	1092.559960	
	1085.619705	
	1075.468002	
	1140.258550	
	1132.743907	
	1208.446637	
	1244.002268	
	983.694492	
	883.785728	
	793.692874	
	845.417598	
	234.384870	
	90.479577	
	1340.880072	
	NaN	
	1501.313280	
	101.047646	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	893.978605	
	NaN	
	NaN	
	NaN	
	786.723551	
	NaN	
	748.889615	
	442.706840	
	330.139012	
	930.187765	
	NaN	
	529.271473	
	390.906017	
	456.720361	
	886.784764	
	892.980096	
	524.992114	
	939.718261	
	NaN	
	328.596047	
	441.098757	
	NaN	
	NaN	
	NaN	
	NaN	
	86.897909	
	NaN	
	329.895190	
	1027.553297	
	258.424846	
	NaN	
	392.910269	
	439.579136	
	381.602137	
	292.838313	
	NaN	
	302.002017	
	863.806667	
	294.094021	
	329.383767	
	293.073541	
	792.867337	
	293.615106	
	NaN	
	97.323510	
	NaN	
	NaN	
	390.749729	
	NaN	
	444.574013	
	326.610999	
	392.040765	
	527.186398	
	390.653012	
	873.291193	
	880.887935	
	526.302564	
	435.675839	
	330.323589	
	890.736297	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	332.017324	
	NaN	
	261.171091	
	394.296951	
	219.180485	
	NaN	
	298.981211	
	881.084153	
	715.787186	
	1012.752026	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	1229.601435	
	90.000026	
	NaN	
	1152.833931	
	1266.384772	
	NaN	
	1240.173707	
	1100.762892	
	1110.350319	
	1089.255523	
	1170.654483	
	1252.363623	
	991.659746	
	894.076825	
	789.112321	
	847.717700	
	196.890606	
	90.868262	
	1267.682393	
	NaN	
	NaN	
	1470.794478	
	101.112628	
	NaN	
	788.161910	
	NaN	
	NaN	
	NaN	
	120.690775	
	87.536819	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	901.620911	
	446.581542	
	996.801336	
	1111.907123	
	1215.657917	
	395.814912	
	438.765163	
	920.178380	
	443.041546	
	329.237462	
	436.513052	
	932.257312	
	NaN	
	NaN	
	NaN	
	88.616535	
	NaN	
	961.916930	
	NaN	
	419.625948	
	392.384966	
	NaN	
	NaN	
	667.005869	
	749.632794	
	297.365603	
	290.587149	
	1064.662087	
	330.275510	
	293.757739	
	892.460365	
	293.085894	
	NaN	
	98.416154	
	NaN	
	1213.706077	
	799.432790	
	432.789723	
	347.158650	
	NaN	
	392.526090	
	527.144676	
	869.834346	
	NaN	
	445.653040	
	1093.268735	
	530.116657	
	443.299877	
	919.057801	
	971.037824	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	264.510344	
	414.346039	
	390.128548	
	NaN	
	NaN	
	293.050679	
	1030.702196	
	NaN	
	296.097416	
	261.192607	
	264.046154	
	NaN	
	NaN	
	NaN	
	1237.748413	
	89.675269	
	NaN	
	1215.706399	
	NaN	
	1239.363180	
	1109.155001	
	1070.362721	
	1082.604783	
	1191.295206	
	1159.258914	
	1281.767197	
	1019.433198	
	885.685460	
	804.938436	
	817.951828	
	235.816866	
	1232.172029	
	NaN	
	1511.253067	
	101.215657	
	NaN	
	143.132326	
	NaN	
	NaN	
	873.882686	
	87.480103	
	NaN	
	NaN	
	NaN	
	NaN	
	389.085316	
	803.151515	
	NaN	
	888.148595	
	903.427369	
	1035.937608	
	395.815916	
	438.939251	
	889.349197	
	521.971958	
	895.171130	
	442.093308	
	920.364871	
	696.659567	
	950.471496	
	937.254162	
	NaN	
	NaN	
	1159.073240	
	294.390681	
	330.003352	
	NaN	
	810.703420	
	398.690274	
	379.761083	
	NaN	
	NaN	
	293.682463	
	906.917972	
	295.992015	
	331.047340	
	293.058697	
	NaN	
	826.474433	
	98.011571	
	NaN	
	NaN	
	83.702306	
	391.733565	
	438.394310	
	324.727474	
	388.069307	
	528.061891	
	392.993597	
	893.708233	
	428.275877	
	891.118139	
	526.042924	
	443.339435	
	329.978549	
	896.285623	
	NaN	
	218.572811	
	NaN	
	988.663564	
	293.355972	
	330.341755	
	220.131910	
	735.788693	
	392.945454	
	401.932579	
	388.578582	
	291.663871	
	NaN	
	858.869650	
	766.288782	
	1010.526165	
	NaN	
	NaN	
	NaN	
	761.912681	
	NaN	
	NaN	
	89.942948	
	89.735454	
	NaN	
	1228.445272	
	NaN	
	1274.814975	
	1087.848009	
	1078.350380	
	1081.568246	
	1185.563467	
	1148.549490	
	1240.417587	
	985.690093	
	896.001147	
	828.459342	
	856.568994	
	235.733424	
	1240.287655	
	NaN	
	NaN	
	1426.775646	
	101.812600	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	847.730037	
	870.270623	
	NaN	
	NaN	
