MIRtoolbox1.7	_Pitch_Mean	
song_file\0001157-¯«¯µ¤k­¦.mp3	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	422.748859	
	NaN	
	NaN	
	NaN	
	1055.016943	
	NaN	
	NaN	
	NaN	
	187.155335	
	977.069227	
	NaN	
	NaN	
	266.885333	
	302.195832	
	244.547066	
	NaN	
	NaN	
	NaN	
	240.312987	
	246.565686	
	259.986815	
	320.061059	
	245.176554	
	1049.706341	
	240.688769	
	NaN	
	512.204645	
	219.510422	
	191.895419	
	NaN	
	NaN	
	NaN	
	NaN	
	186.461241	
	NaN	
	NaN	
	NaN	
	260.499864	
	289.624282	
	NaN	
	240.813323	
	1013.281929	
	233.957697	
	316.376087	
	1058.198632	
	329.970517	
	297.372878	
	396.121311	
	1016.256324	
	NaN	
	NaN	
	NaN	
	223.919592	
	260.880594	
	258.048206	
	NaN	
	259.793796	
	294.848427	
	337.499403	
	NaN	
	352.278370	
	413.583177	
	NaN	
	322.739609	
	NaN	
	345.845991	
	NaN	
	391.161380	
	350.446097	
	289.187411	
	916.104474	
	NaN	
	158.194022	
	NaN	
	219.373689	
	247.999860	
	NaN	
	NaN	
	261.995044	
	262.853549	
	331.311830	
	291.053677	
	246.045405	
	NaN	
	244.879757	
	260.611796	
	245.613244	
	222.003872	
	NaN	
	NaN	
	NaN	
	NaN	
	216.294628	
	303.289785	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	352.441124	
	338.123145	
	336.505498	
	295.075897	
	NaN	
	383.379150	
	193.461299	
	NaN	
	243.096757	
	245.341247	
	194.965685	
	992.813632	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	98.257874	
	787.830034	
	793.968086	
	1010.985373	
	NaN	
	915.096361	
	NaN	
	1621.106533	
	825.464713	
	944.215510	
	1046.244142	
	NaN	
	259.024031	
	260.424459	
	NaN	
	288.185458	
	297.915908	
	323.138373	
	329.802924	
	NaN	
	NaN	
	347.335958	
	NaN	
	411.515726	
	328.255611	
	347.246401	
	390.615831	
	350.165479	
	343.815159	
	331.598640	
	986.521117	
	NaN	
	NaN	
	164.495953	
	223.759105	
	243.929393	
	NaN	
	260.477904	
	328.545140	
	263.336439	
	255.755000	
	258.546885	
	242.120634	
	256.209171	
	248.886130	
	224.954801	
	NaN	
	166.406747	
	NaN	
	303.302299	
	NaN	
	249.213970	
	1041.051431	
	NaN	
	NaN	
	347.520401	
	333.963977	
	296.197258	
	NaN	
	384.032955	
	192.881500	
	NaN	
	NaN	
	241.549586	
	NaN	
	1016.069049	
	967.062273	
	NaN	
	NaN	
	NaN	
	NaN	
	427.917385	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	386.961386	
