_Key	_Keyclarity	_Keystrength		
	6.000000	0.670208	5.000000	
	6.000000	0.720720	5.000000	
	4.000000	0.676948	3.000000	
	11.000000	0.520505	10.000000	
	1.000000	0.583105	0.000000	
	1.000000	0.710846	0.000000	
	1.000000	0.707963	0.000000	
	9.000000	0.653758	8.000000	
	11.000000	0.745204	10.000000	
	11.000000	0.594534	10.000000	
	1.000000	0.699375	0.000000	
	9.000000	0.658182	8.000000	
	9.000000	0.645972	8.000000	
	9.000000	0.610723	8.000000	
	11.000000	0.672574	10.000000	
	9.000000	0.602085	8.000000	
	6.000000	0.673857	5.000000	
	6.000000	0.597943	5.000000	
	6.000000	0.514511	5.000000	
	6.000000	0.456608	5.000000	
	6.000000	0.588821	5.000000	
	6.000000	0.672056	5.000000	
	6.000000	0.660450	5.000000	
	9.000000	0.703934	8.000000	
	6.000000	0.844143	5.000000	
	6.000000	0.677132	5.000000	
	6.000000	0.845425	5.000000	
	6.000000	0.692415	5.000000	
	1.000000	0.447612	0.000000	
	6.000000	0.803524	5.000000	
	6.000000	0.560525	5.000000	
	6.000000	0.471035	5.000000	
	6.000000	0.671720	5.000000	
	6.000000	0.454885	5.000000	
	6.000000	0.509864	5.000000	
	1.000000	0.206191	0.000000	
	6.000000	0.452606	5.000000	
	6.000000	0.846441	5.000000	
	1.000000	0.361024	0.000000	
	6.000000	0.744712	5.000000	
	6.000000	0.830710	5.000000	
	6.000000	0.555850	5.000000	
	11.000000	0.719383	10.000000	
	11.000000	0.702306	10.000000	
	11.000000	0.669459	10.000000	
	11.000000	0.594590	10.000000	
	11.000000	0.583171	10.000000	
	1.000000	0.843585	0.000000	
	1.000000	0.567411	0.000000	
	1.000000	0.602379	0.000000	
	1.000000	0.734492	0.000000	
	1.000000	0.531679	0.000000	
	6.000000	0.831622	5.000000	
	6.000000	0.589594	5.000000	
	11.000000	0.676527	10.000000	
	11.000000	0.677626	10.000000	
	9.000000	0.408524	8.000000	
	6.000000	0.749120	5.000000	
	6.000000	0.759207	5.000000	
	11.000000	0.716846	10.000000	
	6.000000	0.651528	5.000000	
	6.000000	0.777454	5.000000	
	4.000000	0.544799	3.000000	
	6.000000	0.600246	5.000000	
	6.000000	0.568601	5.000000	
	11.000000	0.426254	10.000000	
	1.000000	0.512616	0.000000	
	6.000000	0.536275	5.000000	
	6.000000	0.584722	5.000000	
	1.000000	0.454217	0.000000	
	11.000000	0.543883	10.000000	
	6.000000	0.520767	5.000000	
	6.000000	0.423541	5.000000	
	6.000000	0.590665	5.000000	
	6.000000	0.712530	5.000000	
	6.000000	0.674450	5.000000	
	6.000000	0.613741	5.000000	
	6.000000	0.611917	5.000000	
	1.000000	0.490398	0.000000	
	11.000000	0.265238	10.000000	
	1.000000	0.410523	0.000000	
	1.000000	0.570614	0.000000	
	9.000000	0.607358	8.000000	
	4.000000	0.569882	3.000000	
	6.000000	0.463243	5.000000	
	6.000000	0.541949	5.000000	
	11.000000	0.664914	10.000000	
	11.000000	0.414644	10.000000	
	11.000000	0.579152	10.000000	
	6.000000	0.341177	5.000000	
	6.000000	0.737263	5.000000	
	6.000000	0.423591	5.000000	
	6.000000	0.722146	5.000000	
	6.000000	0.472223	5.000000	
	6.000000	0.658049	5.000000	
	11.000000	0.758606	10.000000	
	6.000000	0.290875	5.000000	
	9.000000	0.550202	8.000000	
	6.000000	0.562826	5.000000	
	4.000000	0.358331	3.000000	
	4.000000	0.420830	3.000000	
	6.000000	0.315038	5.000000	
	6.000000	0.549994	5.000000	
	11.000000	0.414007	10.000000	
	11.000000	0.576335	10.000000	
	9.000000	0.528858	8.000000	
	6.000000	0.594861	5.000000	
	6.000000	0.445010	5.000000	
	6.000000	0.604984	5.000000	
	7.000000	0.277924	6.000000	
	6.000000	0.302660	5.000000	
	1.000000	0.324993	0.000000	
	6.000000	0.340327	5.000000	
	6.000000	0.536183	5.000000	
	6.000000	0.364230	5.000000	
	6.000000	0.690385	5.000000	
	4.000000	0.190741	3.000000	
	6.000000	0.360975	5.000000	
	9.000000	0.635141	8.000000	
	4.000000	0.411553	3.000000	
	9.000000	0.644568	8.000000	
	11.000000	0.366952	10.000000	
	7.000000	0.461037	6.000000	
	11.000000	0.498369	10.000000	
	11.000000	0.513635	10.000000	
	9.000000	0.521323	8.000000	
	6.000000	0.647810	5.000000	
	11.000000	0.366554	10.000000	
	6.000000	0.531480	5.000000	
	7.000000	0.284419	6.000000	
	1.000000	0.300184	0.000000	
	6.000000	0.320914	5.000000	
	6.000000	0.288404	5.000000	
	6.000000	0.354974	5.000000	
	2.000000	0.298806	1.000000	
	4.000000	0.503777	3.000000	
	2.000000	0.670845	1.000000	
	11.000000	0.481282	10.000000	
	11.000000	0.567724	10.000000	
	6.000000	0.633865	5.000000	
	6.000000	0.369646	5.000000	
	6.000000	0.471965	5.000000	
	6.000000	0.512333	5.000000	
	6.000000	0.587659	5.000000	
	6.000000	0.339722	5.000000	
	6.000000	0.368123	5.000000	
	9.000000	0.535463	8.000000	
	7.000000	0.440516	6.000000	
	5.000000	0.241196	4.000000	
	6.000000	0.313247	5.000000	
	4.000000	0.407672	3.000000	
	4.000000	0.559363	3.000000	
	7.000000	0.466330	6.000000	
	7.000000	0.319025	6.000000	
	6.000000	0.553293	5.000000	
	6.000000	0.480106	5.000000	
	6.000000	0.805261	5.000000	
	6.000000	0.452915	5.000000	
	6.000000	0.420753	5.000000	
	1.000000	0.755373	0.000000	
	4.000000	0.424585	3.000000	
	11.000000	0.325114	10.000000	
	1.000000	0.156816	0.000000	
	10.000000	0.216039	9.000000	
	4.000000	0.534430	3.000000	
	6.000000	0.726255	5.000000	
	9.000000	0.445771	8.000000	
	11.000000	0.558769	10.000000	
	9.000000	0.376968	8.000000	
	11.000000	0.733894	10.000000	
	11.000000	0.477497	10.000000	
	9.000000	0.519456	8.000000	
	6.000000	0.461096	5.000000	
	6.000000	0.650696	5.000000	
	6.000000	0.530053	5.000000	
	2.000000	0.517167	1.000000	
	2.000000	0.723871	1.000000	
	6.000000	0.437843	5.000000	
	7.000000	0.260526	6.000000	
	7.000000	0.221877	6.000000	
	1.000000	0.322508	0.000000	
	1.000000	0.356446	0.000000	
	6.000000	0.560253	5.000000	
	2.000000	0.401417	1.000000	
	2.000000	0.724335	1.000000	
	6.000000	0.178609	5.000000	
	12.000000	0.328225	11.000000	
	4.000000	0.442802	3.000000	
	4.000000	0.399918	3.000000	
	1.000000	0.344959	0.000000	
	6.000000	0.333980	5.000000	
	1.000000	0.619896	0.000000	
	6.000000	0.694372	5.000000	
	6.000000	0.643420	5.000000	
	6.000000	0.657176	5.000000	
	6.000000	0.720824	5.000000	
	11.000000	0.563636	10.000000	
	9.000000	0.685487	8.000000	
	6.000000	0.620029	5.000000	
	1.000000	0.517485	0.000000	
	6.000000	0.881188	5.000000	
	6.000000	0.712666	5.000000	
	6.000000	0.606278	5.000000	
	11.000000	0.758544	10.000000	
	11.000000	0.418065	10.000000	
	6.000000	0.711109	5.000000	
	6.000000	0.702374	5.000000	
	1.000000	0.515916	0.000000	
	6.000000	0.769328	5.000000	
	6.000000	0.880359	5.000000	
	4.000000	0.573543	3.000000	
	6.000000	0.643246	5.000000	
	6.000000	0.500783	5.000000	
	11.000000	0.469208	10.000000	
	1.000000	0.440256	0.000000	
	6.000000	0.479611	5.000000	
	6.000000	0.587317	5.000000	
	1.000000	0.419217	0.000000	
	11.000000	0.511962	10.000000	
	6.000000	0.562808	5.000000	
	6.000000	0.421633	5.000000	
	6.000000	0.674968	5.000000	
	6.000000	0.767590	5.000000	
	6.000000	0.678937	5.000000	
	6.000000	0.715157	5.000000	
	6.000000	0.683491	5.000000	
	1.000000	0.487095	0.000000	
	11.000000	0.264301	10.000000	
	1.000000	0.278871	0.000000	
	1.000000	0.308008	0.000000	
	9.000000	0.699493	8.000000	
	4.000000	0.746912	3.000000	
	6.000000	0.490463	5.000000	
	6.000000	0.552181	5.000000	
	11.000000	0.731125	10.000000	
	9.000000	0.313032	8.000000	
	11.000000	0.737572	10.000000	
	6.000000	0.403306	5.000000	
	6.000000	0.693548	5.000000	
	6.000000	0.696013	5.000000	
	6.000000	0.557969	5.000000	
	6.000000	0.625821	5.000000	
	6.000000	0.566168	5.000000	
	6.000000	0.647163	5.000000	
	1.000000	0.425801	0.000000	
	2.000000	0.409028	1.000000	
	6.000000	0.471161	5.000000	
	6.000000	0.447241	5.000000	
	4.000000	0.444518	3.000000	
	4.000000	0.287833	3.000000	
	11.000000	0.447937	10.000000	
	9.000000	0.522027	8.000000	
	11.000000	0.570519	10.000000	
