MIRtoolbox1.7	_Pitch_Mean	
song_file\0000329-º^¨K-≈ÂÓh.mp3	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	106.729957	
	NaN	
	90.539448	
	NaN	
	NaN	
	NaN	
	NaN	
	91.877902	
	NaN	
	155.821882	
	NaN	
	NaN	
	133.974204	
	86.993343	
	NaN	
	NaN	
	100.069046	
	NaN	
	91.846958	
	NaN	
	96.142766	
	NaN	
	91.133205	
	103.030108	
	97.891731	
	93.289404	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	128.620246	
	125.266611	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	585.466809	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	379.608879	
	NaN	
	NaN	
	NaN	
	98.208779	
	196.670242	
	NaN	
	NaN	
	NaN	
	98.631521	
	571.457608	
	NaN	
	NaN	
	NaN	
	NaN	
	98.450434	
	963.572007	
	1257.851586	
	960.366852	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	88.211149	
	NaN	
	575.327324	
	NaN	
	NaN	
	NaN	
	NaN	
	111.441015	
	NaN	
	105.522646	
	581.156158	
	NaN	
	NaN	
	98.263694	
	NaN	
	NaN	
	NaN	
	83.134974	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	572.732519	
	NaN	
	NaN	
	105.565406	
	NaN	
	NaN	
	NaN	
	131.316745	
	NaN	
	NaN	
	NaN	
	NaN	
	99.425814	
	NaN	
	NaN	
	83.354361	
	NaN	
	NaN	
	NaN	
	NaN	
	898.191144	
	NaN	
	NaN	
	NaN	
	572.355362	
	83.973993	
	NaN	
	NaN	
	NaN	
	NaN	
	1062.750175	
	1075.453788	
	NaN	
	NaN	
	401.343425	
