_Key	_Keyclarity	_Keystrength		
	3.000000	0.794183	2.000000	
	3.000000	0.636071	2.000000	
	3.000000	0.634004	2.000000	
	3.000000	0.614085	2.000000	
	3.000000	0.819012	2.000000	
	3.000000	0.613019	2.000000	
	3.000000	0.646536	2.000000	
	3.000000	0.653630	2.000000	
	3.000000	0.641594	2.000000	
	11.000000	0.556917	10.000000	
	10.000000	0.600503	9.000000	
	10.000000	0.601190	9.000000	
	10.000000	0.599844	9.000000	
	10.000000	0.599844	9.000000	
	10.000000	0.599844	9.000000	
	10.000000	0.491994	9.000000	
	10.000000	0.434117	9.000000	
	10.000000	0.599844	9.000000	
	10.000000	0.489699	9.000000	
	10.000000	0.599844	9.000000	
	10.000000	0.599844	9.000000	
	10.000000	0.561781	9.000000	
	3.000000	0.768610	2.000000	
	10.000000	0.596003	9.000000	
	2.000000	0.361627	1.000000	
	3.000000	0.438586	2.000000	
	6.000000	0.300192	5.000000	
	3.000000	0.607094	2.000000	
	3.000000	0.599551	2.000000	
	3.000000	0.599844	2.000000	
	3.000000	0.602812	2.000000	
	3.000000	0.599844	2.000000	
	3.000000	0.599844	2.000000	
	3.000000	0.599844	2.000000	
	8.000000	0.814292	7.000000	
	8.000000	0.751336	7.000000	
	5.000000	0.751095	4.000000	
	10.000000	0.709743	9.000000	
	10.000000	0.625494	9.000000	
	10.000000	0.613876	9.000000	
	10.000000	0.638382	9.000000	
	10.000000	0.691679	9.000000	
	2.000000	0.472141	1.000000	
	10.000000	0.674852	9.000000	
	10.000000	0.778674	9.000000	
	10.000000	0.671809	9.000000	
	10.000000	0.704198	9.000000	
	5.000000	0.437316	4.000000	
	10.000000	0.650112	9.000000	
	10.000000	0.618239	9.000000	
	10.000000	0.497731	9.000000	
	1.000000	0.421192	0.000000	
	1.000000	0.595194	0.000000	
	10.000000	0.704576	9.000000	
	10.000000	0.728321	9.000000	
	10.000000	0.726090	9.000000	
	10.000000	0.818642	9.000000	
	5.000000	0.704619	4.000000	
	8.000000	0.591016	7.000000	
	1.000000	0.614099	0.000000	
	10.000000	0.599239	9.000000	
