MIRtoolbox1.7	_Pitch_Mean	
song_file\0001602-曼波女郎(電影_曼波女郎_主題曲).mp3	NaN	
	NaN	
	427.365730	
	114.913638	
	114.981832	
	NaN	
	362.223862	
	957.729873	
	NaN	
	NaN	
	NaN	
	NaN	
	114.869461	
	378.106955	
	NaN	
	NaN	
	NaN	
	115.661397	
	115.611731	
	383.601761	
	393.719069	
	265.311205	
	115.334751	
	NaN	
	NaN	
	366.030044	
	264.238877	
	NaN	
	350.915642	
	NaN	
	391.113931	
	433.677293	
	393.666886	
	NaN	
	NaN	
	375.999927	
	1025.533467	
	NaN	
	457.008042	
	402.657909	
	401.890201	
	NaN	
	959.165435	
	512.363830	
	463.723498	
	NaN	
	356.598057	
	1061.835243	
	292.257582	
	358.754374	
	1106.650984	
	NaN	
	939.870790	
	406.176045	
	336.670946	
	422.904340	
	NaN	
	NaN	
	469.117093	
	584.374584	
	580.969717	
	374.404322	
	572.959071	
	586.639580	
	610.714457	
	602.089393	
	589.197928	
	586.489266	
	590.769949	
	1044.864397	
	1167.303194	
	621.099545	
	602.618316	
	622.164170	
	614.289472	
	296.103600	
	1144.904146	
	293.294522	
	292.760061	
	299.594070	
	530.679340	
	NaN	
	535.366630	
	NaN	
	528.068032	
	516.390300	
	1027.953051	
	1027.252793	
	591.315592	
	1029.671947	
	400.392005	
	NaN	
	NaN	
	433.600533	
	NaN	
	392.538092	
	NaN	
	511.185194	
	579.033187	
	387.940835	
	379.821726	
	193.797584	
	NaN	
	NaN	
	199.819287	
	1003.721974	
	571.919320	
	432.442632	
	424.785524	
	385.976763	
	NaN	
	347.317592	
	466.029321	
	NaN	
	NaN	
	NaN	
	345.323217	
	263.275204	
	578.507012	
	NaN	
	263.882715	
	NaN	
	204.906378	
	NaN	
	NaN	
	NaN	
	350.601731	
	NaN	
	NaN	
	NaN	
	NaN	
	388.718113	
	418.684782	
	NaN	
	352.966253	
	NaN	
	NaN	
	402.465528	
	353.120800	
	NaN	
	257.956601	
	349.673009	
	NaN	
	390.443009	
	436.353979	
	393.597194	
	346.720877	
	NaN	
	263.736273	
	391.209411	
	NaN	
	NaN	
	NaN	
	438.117841	
	962.271868	
	395.839019	
	NaN	
	NaN	
	NaN	
	464.729207	
	97.433681	
	388.440856	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	439.197481	
	267.005233	
	NaN	
	NaN	
	469.446403	
	593.234872	
	583.437221	
	593.202267	
	368.289561	
	614.998080	
	584.553083	
	1131.912812	
	588.131356	
	1122.452061	
	1090.333245	
	594.378413	
	600.780983	
	617.123699	
	1105.177782	
	595.195203	
	596.899948	
	NaN	
	531.323704	
	1017.461340	
	1026.881295	
	1053.592717	
	566.518418	
	325.825521	
	575.576786	
	1060.654367	
	NaN	
	395.932992	
	443.526088	
	231.292048	
	442.484643	
	387.442107	
	404.455769	
	NaN	
	393.466256	
	NaN	
	522.951847	
	514.394388	
	576.956082	
	391.341058	
	NaN	
	382.882879	
	NaN	
	384.821758	
	528.445508	
	263.439962	
	420.868758	
	388.473820	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	351.710157	
	371.807961	
	404.571147	
	424.107389	
	NaN	
	350.158764	
	403.805125	
	262.297865	
	354.641777	
	445.834079	
	NaN	
	465.037529	
	436.830694	
	354.363032	
	403.543787	
	407.525675	
	397.216290	
	353.105198	
	293.203355	
	342.562939	
	294.967766	
	262.922689	
	367.143940	
	314.804398	
	219.719718	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	115.098132	
	NaN	
	NaN	
	NaN	
	NaN	
	265.231653	
	370.536433	
	114.576309	
	NaN	
	NaN	
	NaN	
	NaN	
	371.421651	
	377.965231	
	265.698483	
	387.482704	
	358.658689	
	356.504873	
	NaN	
	391.963216	
	440.330064	
	393.987798	
	353.096314	
	NaN	
	388.048344	
	388.867242	
	NaN	
	473.362319	
	444.346686	
	394.632091	
	1198.406103	
	979.755367	
	521.445990	
	463.564090	
	NaN	
	NaN	
	939.834003	
	391.972328	
	1138.089973	
	880.639655	
	359.526697	
	386.893184	
	NaN	
	NaN	
	436.339910	
	344.519607	
	NaN	
	NaN	
	NaN	
	NaN	
	578.680752	
	605.067824	
	591.572527	
	597.722553	
	1161.959108	
	603.893841	
	588.671909	
	591.905605	
	1134.932618	
	606.365022	
	621.471974	
	624.106899	
	597.746842	
	590.796771	
	1039.998251	
	517.671712	
	1035.012724	
	1085.826034	
	1069.958864	
	NaN	
	386.347163	
	380.612286	
	NaN	
	NaN	
	977.690056	
	NaN	
	NaN	
	NaN	
	NaN	
	396.610252	
	NaN	
	NaN	
	393.783030	
	NaN	
	NaN	
	NaN	
	439.522500	
	581.847911	
	392.016659	
	NaN	
	419.515946	
	386.221293	
	515.380323	
	528.895999	
	514.330145	
	NaN	
	582.712106	
	435.659681	
	385.612210	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
