MIRtoolbox1.7	_Pitch_Mean	
song_file\0000101-有一位聖嬰孩.mp3	NaN	
	460.303258	
	623.903382	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	651.997463	
	646.503649	
	NaN	
	544.765901	
	537.831125	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	627.445919	
	NaN	
	720.225255	
	725.624158	
	NaN	
	618.534484	
	650.821163	
	NaN	
	631.163721	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	484.883228	
	NaN	
	481.870126	
	602.637305	
	425.632988	
	NaN	
	420.853515	
	473.955640	
	NaN	
	NaN	
	NaN	
	NaN	
	418.466552	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	463.012102	
	474.248235	
	473.508764	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	641.322891	
	NaN	
	NaN	
	NaN	
	NaN	
	541.174422	
	NaN	
	541.387863	
	524.605065	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	704.429384	
	558.052743	
	NaN	
	623.073646	
	610.809536	
	618.052897	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	NaN	
	544.190415	
	NaN	
	271.863139	
