_Key	_Keyclarity	_Keystrength		
	12.000000	0.581568	11.000000	
	11.000000	0.461756	10.000000	
	8.000000	0.532116	7.000000	
	3.000000	0.567139	2.000000	
	3.000000	0.602345	2.000000	
	3.000000	0.672889	2.000000	
	10.000000	0.659940	9.000000	
	2.000000	0.794172	1.000000	
	10.000000	0.810530	9.000000	
	10.000000	0.599511	9.000000	
	10.000000	0.462188	9.000000	
	10.000000	0.512501	9.000000	
	9.000000	0.496340	8.000000	
	8.000000	0.632410	7.000000	
	8.000000	0.593683	7.000000	
	8.000000	0.614233	7.000000	
	8.000000	0.646779	7.000000	
	8.000000	0.620721	7.000000	
	10.000000	0.531228	9.000000	
	10.000000	0.596169	9.000000	
	7.000000	0.567195	6.000000	
	10.000000	0.352146	9.000000	
	9.000000	0.601285	8.000000	
	2.000000	0.586154	1.000000	
	2.000000	0.602042	1.000000	
	10.000000	0.523043	9.000000	
	5.000000	0.600387	4.000000	
	5.000000	0.588399	4.000000	
	3.000000	0.609740	2.000000	
	3.000000	0.454204	2.000000	
	3.000000	0.752964	2.000000	
	2.000000	0.732245	1.000000	
	10.000000	0.788465	9.000000	
	10.000000	0.837686	9.000000	
	1.000000	0.606578	0.000000	
	10.000000	0.531178	9.000000	
	10.000000	0.319356	9.000000	
	12.000000	0.517310	11.000000	
	8.000000	0.557596	7.000000	
	8.000000	0.404605	7.000000	
	4.000000	0.675787	3.000000	
	4.000000	0.569543	3.000000	
	4.000000	0.692863	3.000000	
	10.000000	0.482495	9.000000	
	10.000000	0.588048	9.000000	
	5.000000	0.536154	4.000000	
	8.000000	0.503706	7.000000	
	10.000000	0.602932	9.000000	
	10.000000	0.676235	9.000000	
	8.000000	0.553110	7.000000	
	3.000000	0.824861	2.000000	
	3.000000	0.800555	2.000000	
	3.000000	0.727211	2.000000	
	3.000000	0.671923	2.000000	
	3.000000	0.665582	2.000000	
	3.000000	0.601772	2.000000	
	3.000000	0.723477	2.000000	
	3.000000	0.769923	2.000000	
	3.000000	0.610483	2.000000	
	2.000000	0.661652	1.000000	
	10.000000	0.644375	9.000000	
	1.000000	0.620547	0.000000	
	1.000000	0.583876	0.000000	
	3.000000	0.708432	2.000000	
	12.000000	0.535705	11.000000	
	8.000000	0.653896	7.000000	
	8.000000	0.568012	7.000000	
	8.000000	0.550518	7.000000	
	8.000000	0.637268	7.000000	
	4.000000	0.547768	3.000000	
	8.000000	0.633735	7.000000	
	10.000000	0.549406	9.000000	
	3.000000	0.627607	2.000000	
	3.000000	0.701786	2.000000	
	5.000000	0.574410	4.000000	
	8.000000	0.842559	7.000000	
	5.000000	0.741133	4.000000	
	10.000000	0.810831	9.000000	
	10.000000	0.755020	9.000000	
	3.000000	0.567030	2.000000	
	3.000000	0.666035	2.000000	
	3.000000	0.781142	2.000000	
	3.000000	0.696671	2.000000	
	10.000000	0.687356	9.000000	
	10.000000	0.680509	9.000000	
	1.000000	0.591864	0.000000	
	1.000000	0.517537	0.000000	
	3.000000	0.729226	2.000000	
	12.000000	0.538526	11.000000	
	12.000000	0.605784	11.000000	
	8.000000	0.635648	7.000000	
	8.000000	0.398119	7.000000	
	8.000000	0.614127	7.000000	
	4.000000	0.574568	3.000000	
	8.000000	0.651019	7.000000	
	10.000000	0.510496	9.000000	
	7.000000	0.582659	6.000000	
	3.000000	0.527830	2.000000	
	12.000000	0.589830	11.000000	
	3.000000	0.813902	2.000000	
	10.000000	0.692666	9.000000	
	3.000000	0.634990	2.000000	
	3.000000	0.836490	2.000000	
	3.000000	0.812107	2.000000	
	3.000000	0.655574	2.000000	
	8.000000	0.819649	7.000000	
	8.000000	0.734147	7.000000	
	8.000000	0.691249	7.000000	
	3.000000	0.592337	2.000000	
	3.000000	0.687845	2.000000	
	3.000000	0.766561	2.000000	
	3.000000	0.667803	2.000000	
	3.000000	0.623970	2.000000	
	3.000000	0.673007	2.000000	
	3.000000	0.726273	2.000000	
	6.000000	0.526986	5.000000	
	6.000000	0.595863	5.000000	
	3.000000	0.784185	2.000000	
	6.000000	0.775720	5.000000	
	6.000000	0.769676	5.000000	
	10.000000	0.835518	9.000000	
	10.000000	0.463273	9.000000	
	11.000000	0.632703	10.000000	
	11.000000	0.692197	10.000000	
	11.000000	0.821830	10.000000	
	6.000000	0.704868	5.000000	
	11.000000	0.585171	10.000000	
	11.000000	0.603750	10.000000	
	11.000000	0.655261	10.000000	
	11.000000	0.835470	10.000000	
	11.000000	0.493837	10.000000	
	6.000000	0.778083	5.000000	
	10.000000	0.856098	9.000000	
	3.000000	0.907127	2.000000	
	8.000000	0.807551	7.000000	
	11.000000	0.476556	10.000000	
	6.000000	0.551148	5.000000	
	11.000000	0.613172	10.000000	
	10.000000	0.641781	9.000000	
	10.000000	0.702822	9.000000	
	6.000000	0.526297	5.000000	
	6.000000	0.628253	5.000000	
	3.000000	0.699106	2.000000	
	6.000000	0.537120	5.000000	
	10.000000	0.834805	9.000000	
	10.000000	0.907811	9.000000	
	11.000000	0.580673	10.000000	
	11.000000	0.648575	10.000000	
	11.000000	0.532567	10.000000	
	11.000000	0.848614	10.000000	
	6.000000	0.820705	5.000000	
	6.000000	0.677801	5.000000	
	3.000000	0.651103	2.000000	
	8.000000	0.380216	7.000000	
	11.000000	0.488203	10.000000	
	8.000000	0.819228	7.000000	
	10.000000	0.714096	9.000000	
	6.000000	0.796346	5.000000	
	3.000000	0.480926	2.000000	
	3.000000	0.677281	2.000000	
	11.000000	0.591957	10.000000	
	8.000000	0.716555	7.000000	
	6.000000	0.586751	5.000000	
	6.000000	0.585719	5.000000	
	10.000000	0.708875	9.000000	
	10.000000	0.673925	9.000000	
	10.000000	0.737166	9.000000	
	3.000000	0.698801	2.000000	
	10.000000	0.680565	9.000000	
	10.000000	0.709202	9.000000	
	10.000000	0.631444	9.000000	
	3.000000	0.635815	2.000000	
	3.000000	0.839592	2.000000	
	3.000000	0.574203	2.000000	
	3.000000	0.373882	2.000000	
	3.000000	0.609637	2.000000	
	2.000000	0.700454	1.000000	
	7.000000	0.388930	6.000000	
	10.000000	0.662384	9.000000	
	8.000000	0.544624	7.000000	
	1.000000	0.276944	0.000000	
	9.000000	0.494918	8.000000	
	9.000000	0.442201	8.000000	
	8.000000	0.487197	7.000000	
	7.000000	0.320312	6.000000	
	4.000000	0.558168	3.000000	
	8.000000	0.632352	7.000000	
	4.000000	0.503713	3.000000	
	10.000000	0.484759	9.000000	
	7.000000	0.615636	6.000000	
	3.000000	0.606381	2.000000	
	9.000000	0.372309	8.000000	
	9.000000	0.599844	8.000000	
	9.000000	0.611464	8.000000	
	10.000000	0.509126	9.000000	
	10.000000	0.599844	9.000000	
	10.000000	0.719709	9.000000	
	10.000000	0.782154	9.000000	
	4.000000	0.508926	3.000000	
	8.000000	0.536124	7.000000	
	3.000000	0.641119	2.000000	
	2.000000	0.491097	1.000000	
	9.000000	0.378772	8.000000	
	2.000000	0.409996	1.000000	
	9.000000	0.530802	8.000000	
	4.000000	0.484957	3.000000	
	9.000000	0.469703	8.000000	
	9.000000	0.523076	8.000000	
	12.000000	0.587701	11.000000	
	8.000000	0.548947	7.000000	
	4.000000	0.297453	3.000000	
	4.000000	0.530712	3.000000	
	4.000000	0.694160	3.000000	
	8.000000	0.703161	7.000000	
	10.000000	0.566353	9.000000	
	10.000000	0.599844	9.000000	
	10.000000	0.445711	9.000000	
	10.000000	0.365014	9.000000	
	8.000000	0.531080	7.000000	
	10.000000	0.773155	9.000000	
	10.000000	0.675746	9.000000	
	3.000000	0.722596	2.000000	
	3.000000	0.599844	2.000000	
	3.000000	0.670954	2.000000	
	3.000000	0.599844	2.000000	
	3.000000	0.599844	2.000000	
	8.000000	0.611576	7.000000	
	3.000000	0.581976	2.000000	
	3.000000	0.620353	2.000000	
	3.000000	0.599844	2.000000	
	3.000000	0.629072	2.000000	
	3.000000	0.599844	2.000000	
	3.000000	0.599715	2.000000	
	3.000000	0.599844	2.000000	
	3.000000	0.686758	2.000000	
	3.000000	0.599844	2.000000	
	3.000000	0.659123	2.000000	
	3.000000	0.673346	2.000000	
	3.000000	0.667233	2.000000	
	3.000000	0.599844	2.000000	
	8.000000	0.424883	7.000000	
	8.000000	0.582144	7.000000	
	5.000000	0.287763	4.000000	
